"status","namespace","key","english","source","ru_source"
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_boy","Little Boy","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_custom","Custom Nuke","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_fleija","F.L.E.I.J.A.","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_gadget","The Gadget","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_man","Fat Man","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_mike","Ivy Mike","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_n2","N² Mine","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_prototype","The Prototype","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_solinium","The Blue Rinse","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.red_barrel","Explosive Barrel","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.semtex","Semtex","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.tnt_ntm","Actual TNT","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_maxwell","High-Energy MASER Turret ""Maxwell""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_sentry","Sentry Turret ""Brown""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_sentry_damaged","Sentry Turret ""Edwin""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_tauon","XVL1456 Prototype Turret ""Tauon""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.bombMulti","Multi Purpose Bomb","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_arty","Greg","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_chekhov","Chekhov's Gun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_friendly","Mister Friendly","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_fritz","Fritz","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_himars","Henry","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_howard","Howard","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_jeremy","Jeremy","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_maxwell","Maxwell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_richard","Richard","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_sentry","Brown","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.hbm_ntm_rebirth.turret_tauon","Tauon","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.machineICF","ICF","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeBoy","Little Boy","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeCustom","Custom Nuke","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeFleija","F.L.E.I.J.A.","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeFstbmb","Balefire Bomb","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeGadget","The Gadget","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeMan","Fat Man","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeMike","Ivy Mike","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeN2","N² Mine","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukePrototype","The Prototype","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeSolinium","The Blue Rinse","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","container.nukeTsar","Tsar Bomba","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_inferno","Inferno Missile G.R.N. Mk.II","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ball_tatb","TATB","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_inferno","Inferno Missile G.R.N. Mk.II","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.mp_warhead_15_boxcar","Size 15 Boxcar?","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.particle_digamma.desc.digamma","%s mDRX/s","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.sat_head_laser","Death Ray","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.sat_laser","Orbital Death Ray","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.abm","Anti-Ballsitic Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.custom10","Size 10 Custom Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.custom1015","Size 10/15 Custom Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.custom15","Size 15 Custom Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.custom1520","Size 15/20 Custom Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.custom20","Size 20 Custom Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.doomsday","Doomsday Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.tier0","Tier 0 Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.tier1","Tier 1 Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.tier2","Tier 2 Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.tier3","Tier 3 Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","hbm_ntm_rebirth","radar.target.tier4","Tier 4 Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.ahlspiess","Ahlspiess","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.barbedClub","Barbed club","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.bastardSword","Bastard sword","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.blacksmithHammer","Blacksmith hammer","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.claymore","Claymore","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.club","Club","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.concaveEdgedHalberd","Concave edged halberd","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.estoc","Estoc","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.flail","Flail","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.flameBladedSword","Flame-bladed sword","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.giantLance","Lance","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.guisarme","Guisarme","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.heavyMace","Heavy mace","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.heavyWarHammer","Heavy war hammer","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.katzbalger","Katzbalger","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.lochaberAxe","Lochaber axe","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.lucerneHammer","Lucerne hammer","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.messerSword","Messer sword","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.morningstar","Morningstar","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.nobleSword","Noble sword","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.pike","Pike","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.pitchfork","Pitchfork","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.ranseur","Ranseur","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.rustedBastardSword","Rusted bastard sword","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.rustedHeavyMace","Rusted heavy mace","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.shortSword","Short sword","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.stiletto","Stiletto","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.option.weapons.zweihander","Zweihander","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","magistuarmory","text.autoconfig.epicknights.title","Epic Knights","mods/epic-knights-1.20.1-forge-10.11.jar!assets/magistuarmory/lang/en_us.json",""
"missing_ru","mes","mes.curseforge","CurseForge","mods/MoogsEndStructures-1.20-2.0.3.jar!assets/mes/lang/en_us.json",""
"missing_ru","mes","mes.kofi","Ko-fi","mods/MoogsEndStructures-1.20-2.0.3.jar!assets/mes/lang/en_us.json",""
"missing_ru","mes","mes.modrinth","Modrinth","mods/MoogsEndStructures-1.20-2.0.3.jar!assets/mes/lang/en_us.json",""
"missing_ru","mes","modmenu.nameTranslation.mes","MES - Moog's End Structures","mods/MoogsEndStructures-1.20-2.0.3.jar!assets/mes/lang/en_us.json",""
"missing_ru","mvs","modmenu.nameTranslation.mvs","Moog's Voyager Structures","mods/MoogsVoyagerStructures-1.20-5.0.8.jar!assets/mvs/lang/en_us.json",""
"missing_ru","mvs","mvs.curseforge","CurseForge","mods/MoogsVoyagerStructures-1.20-5.0.8.jar!assets/mvs/lang/en_us.json",""
"missing_ru","mvs","mvs.kofi","Ko-fi","mods/MoogsVoyagerStructures-1.20-5.0.8.jar!assets/mvs/lang/en_us.json",""
"missing_ru","mvs","mvs.modrinth","Modrinth","mods/MoogsVoyagerStructures-1.20-5.0.8.jar!assets/mvs/lang/en_us.json",""
"missing_ru","projectred_core","itemGroup.projectred_core","Project Red: Core","mods/ProjectRed-1.20.1-4.21.0-core.jar!assets/projectred_core/lang/en_us.json",""
"missing_ru","projectred_fabrication","itemGroup.projectred_fabrication","Project Red: Fabrication","mods/ProjectRed-1.20.1-4.21.0-fabrication.jar!assets/projectred_fabrication/lang/en_us.json",""
"missing_ru","projectred_illumination","itemGroup.projectred_illumination","Project Red: Illumination","mods/ProjectRed-1.20.1-4.21.0-illumination.jar!assets/projectred_illumination/lang/en_us.json",""
"missing_ru","projectred_integration","itemGroup.projectred_integration","Project Red: Integration","mods/ProjectRed-1.20.1-4.21.0-integration.jar!assets/projectred_integration/lang/en_us.json",""
"missing_ru","projectred_transmission","itemGroup.projectred_transmission","Project Red: Transmission","mods/ProjectRed-1.20.1-4.21.0-transmission.jar!assets/projectred_transmission/lang/en_us.json",""
"ru_equals_english","ae2","achievement.ae2.Root","Applied Energistics","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/ru_ru.json"
"ru_equals_english","ae2","gui.ae2.CompatibleUpgrade","%s (%s)","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/ru_ru.json"
"ru_equals_english","ae2","gui.ae2.ETAFormat","HH:mm:ss","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/ru_ru.json"
"ru_equals_english","ae2","gui.ae2.OCTunnel","OpenComputers","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/ru_ru.json"
"ru_equals_english","ae2","gui.ae2.ToastCraftingJobFinishedText","%d %s","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/ru_ru.json"
"ru_equals_english","ae2","gui.ae2.units.fe","FE","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/ae2/lang/ru_ru.json"
"ru_equals_english","ae2","gui.ae2.units.rf","RF","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/ae2/lang/ru_ru.json"
"ru_equals_english","ae2","theoneprobe.ae2.stored_energy","%1$d / %2$d","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/en_us.json","mods/appliedenergistics2-forge-15.4.10.jar!assets/ae2/lang/ru_ru.json"
"ru_equals_english","agriculturalenhancements","agriculturalenhancements.k","K: %d","mods/agriculturalenhancements-FORGE-1.20.1-0.3.3.jar!assets/agriculturalenhancements/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/agriculturalenhancements/lang/ru_ru.json"
"ru_equals_english","agriculturalenhancements","agriculturalenhancements.n","N: %d","mods/agriculturalenhancements-FORGE-1.20.1-0.3.3.jar!assets/agriculturalenhancements/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/agriculturalenhancements/lang/ru_ru.json"
"ru_equals_english","agriculturalenhancements","agriculturalenhancements.p","P: %d","mods/agriculturalenhancements-FORGE-1.20.1-0.3.3.jar!assets/agriculturalenhancements/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/agriculturalenhancements/lang/ru_ru.json"
"ru_equals_english","alexsmobs","advancements.alexsmobs.root.title","Alex's Mobs","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/en_us.json","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/ru_ru.json"
"ru_equals_english","alexsmobs","alexsmobs.sound.subtitle.april_fools_scream","AAAAAAAAAAAAA","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/en_us.json","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/ru_ru.json"
"ru_equals_english","alexsmobs","alexsmobs.sound.subtitle.la_cucaracha","¡La Cucaracha!","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/en_us.json","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/ru_ru.json"
"ru_equals_english","alexsmobs","block.alexsmobs.terrapin_egg.desc","%s x %s","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/en_us.json","mods/alexsmobs-1.22.9.jar!assets/alexsmobs/lang/ru_ru.json"
"ru_equals_english","aquaculture","aquaculture.message11","9.17 N 19.89 E","mods/Aquaculture-1.20.1-2.5.7.jar!assets/aquaculture/lang/en_us.json","mods/Aquaculture-1.20.1-2.5.7.jar!assets/aquaculture/lang/ru_ru.json"
"ru_equals_english","aquaculture","aquaculture.shift","[SHIFT]","mods/Aquaculture-1.20.1-2.5.7.jar!assets/aquaculture/lang/en_us.json","mods/Aquaculture-1.20.1-2.5.7.jar!assets/aquaculture/lang/ru_ru.json"
"ru_equals_english","aquaculture","tabs.aquaculture.tab","Aquaculture","mods/Aquaculture-1.20.1-2.5.7.jar!assets/aquaculture/lang/en_us.json","mods/Aquaculture-1.20.1-2.5.7.jar!assets/aquaculture/lang/ru_ru.json"
"ru_equals_english","biomesoplenty","advancements.biomesoplenty.root.title","Biomes O' Plenty","mods/BiomesOPlenty-1.20.1-18.0.0.592.jar!assets/biomesoplenty/lang/en_us.json","mods/BiomesOPlenty-1.20.1-18.0.0.592.jar!assets/biomesoplenty/lang/ru_ru.json"
