"classification","status","namespace","key","english","source","ru_source"
"mod_name","ru_equals_english","patchouli","item.patchouli:intro_book.name","Patchouli","mods/Patchouli-1.20.1-85-FORGE.jar!assets/patchouli/lang/en_us.json","mods/Patchouli-1.20.1-85-FORGE.jar!assets/patchouli/lang/ru_ru.json"
"mod_name","missing_ru","ponder","key.categories.ponder","Ponder","mods/create-1.20.1-6.0.8.jar!META-INF/jarjar/Ponder-Forge-1.20.1-1.0.91.jar!assets/ponder/lang/en_us.json",""
"mod_name","missing_ru","ponder","key.categories.ponder","Ponder","mods/effortlessbuilding-1.20.1-3.11.jar!META-INF/jarjar/Ponder-Forge-1.20.1-1.0.91.jar!assets/ponder/lang/en_us.json",""
"mod_name","missing_ru","ponder","key.categories.ponder","Ponder","mods/NuclearCraft-1.20.1-1.2.33.jar!META-INF/jarjar/Ponder-Forge-1.20.1-1.0.91.jar!assets/ponder/lang/en_us.json",""
"mod_name","missing_ru","ponder","key.categories.ponder","Ponder","mods/ponderjs-1.20.1-2.1.0.jar!META-INF/jarjar/Ponder-Forge-1.20.1-1.0.92.jar!assets/ponder/lang/en_us.json",""
"mod_name","missing_ru","structurize","itemGroup.structurize","Structurize","mods/structurize-1.20.1-1.0.816.jar!assets/structurize/lang/en_us.json",""
"mod_name","missing_ru","structurize","key.structurize.categories.general","Structurize","mods/structurize-1.20.1-1.0.816.jar!assets/structurize/lang/en_us.json",""
"mod_name","ru_equals_english","supplementaries","itemGroup.supplementaries","Supplementaries","mods/supplementaries-1.20-3.1.43-forge.jar!assets/supplementaries/lang/en_us.json","mods/supplementaries-1.20-3.1.43-forge.jar!assets/supplementaries/lang/ru_ru.json"
"mod_name","ru_equals_english","supplementaries","supplementaries.gui.controls","Supplementaries","mods/supplementaries-1.20-3.1.43-forge.jar!assets/supplementaries/lang/en_us.json","mods/supplementaries-1.20-3.1.43-forge.jar!assets/supplementaries/lang/ru_ru.json"
"mod_name","ru_equals_english","tacz","itemGroup.tab.tacz.other","Timeless & Classics Guns: Zero","mods/tacz-1.20.1-1.1.8-hotfix.jar!assets/tacz/lang/en_us.json","mods/tacz-1.20.1-1.1.8-hotfix.jar!assets/tacz/lang/ru_ru.json"
"mod_name","ru_equals_english","tacz","key.category.tacz","Timeless & Classics Guns: Zero","mods/tacz-1.20.1-1.1.8-hotfix.jar!assets/tacz/lang/en_us.json","mods/tacz-1.20.1-1.1.8-hotfix.jar!assets/tacz/lang/ru_ru.json"
"mod_name","missing_ru","vapourware","itemGroup.vapourware","VapourWare","mods/vapourware-FORGE-1.20.1-0.1.10.jar!assets/vapourware/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.bomb_multi","Multi Purpose Bomb","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.charge_dynamite","Time Bomb","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_fstbmb","Balefire Bomb","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.nuke_tsar","Tsar Bomba","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_arty","Artillery Turret ""Greg""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_chekhov","Heavy Machine Gun Turret ""Chekhov's Gun""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_friendly","Chaingun Turret ""Mister Friendly""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_fritz","Heavy Flamethrower Turret ""Fritz""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_himars","Rocket Artillery Turret ""Henry""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_howard","Goalkeeper Twin Chaingun CIWS ""Howard""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_howard_damaged","Goalkeeper Twin Chaingun CIWS ""Methusalem""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_jeremy","Autocannon Turret ""Jeremy""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","block.hbm_ntm_rebirth.turret_richard","Rocket Launcher Turret ""Richard""","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_artillery_shell","Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_bullet_base_nt","Bullet","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_himars","HIMARS Rocket","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_anti","Anti-Ballistic Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_blackhole","Black Hole Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_burst","Spare Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_buster","Bunker Buster","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_buster_strong","Enhanced Bunker Buster","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_cluster","Cluster Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_cluster_strong","Strong Cluster Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_decoy","Decoy Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_doomsday","Doomsday Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_doomsday_rusted","Damaged Doomsday Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_drill","The Concrete Cracker","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_emp","EMP Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_emp_strong","Strong EMP Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_generic","High Explosive Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_incendiary","Incendiary Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_incendiary_strong","Strong Incendiary Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_micronuclear","Micro-Nuclear Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_mirv","Thermonuclear Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_nuclear","Nuclear Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_rain","Bomblet Rain","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_schrabidium","Schrabidium Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_stealth","Stealth Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_strong","Strong HE Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_taint","Taint-Tipped Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_missile_volcano","Tectonic Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","entity.hbm_ntm_rebirth.entity_spear","Digamma Spear","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.alloy_sword","Advanced Alloy Sword (LEGACY)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty","16"" Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_cargo","16"" Express Delivery Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_chlorine","16"" Chlorine Gas Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_classic","16"" Artillery Shell (The Factorio Special)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_he","16"" High Explosive Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_mini_nuke","16"" Micro Nuclear Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_mini_nuke_multi","16"" Multi Micro Nuclear Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_mustard_gas","16"" Mustard Gas Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_nuke","16"" Nuclear Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_arty_phosgene","16"" Phosgene Artillery Shell","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_single","610mm Guided Artillery Rocket Pod","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_single_tb","610mm Guided Artillery Rocket Pod (Thermobaric)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_standard","227mm Guided Artillery Rocket Pod","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_standard_he","227mm Guided Artillery Rocket Pod (HE)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_standard_lava","227mm Guided Artillery Rocket Pod (Lava)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_standard_mini_nuke","227mm Guided Artillery Rocket Pod (Mini Nuke)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_standard_tb","227mm Guided Artillery Rocket Pod (Thermobaric)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_himars_standard_wp","227mm Guided Artillery Rocket Pod (WP)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_secret_folly_nuke","Silver Bullet, Nuclear","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_secret_folly_sm","Silver Bullet","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_shell_apfsds_du","240mm APFSDS-DU","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_shell_apfsds_t","240mm APFSDS-T","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_coil_ferrouranium","Coilgun Ferrouranium Ball","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_coil_tungsten","Coilgun Tungsten Ball","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_ct_mortar","Demolition Charge","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_ct_mortar_charge","Heavy Demolition Charge","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_g26_flare_weapon","26mm Signal Flare (Weapon Airdrop)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_g40_demo","40mm Grenade, Demolition","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_g40_he","40mm Grenade, High-Explosive","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_g40_heat","40mm Grenade, Shaped Charge","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_g40_inc","40mm Grenade, Incendiary","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_g40_phosphorus","40mm Grenade, White Phosphorus","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_nuke_hive","Rocket Hive","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
