corpus,status,source_path,peer_path,english_text,word_count,note
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/metaphysics/intro.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/metaphysics/intro.json,"Intro
This world hold many secrets from you. You feel, that even simple turtle can become a powerful tool to control reality, you just need to put something real inside it. Something more like ... soul?",35,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/metaphysics/overpowered_automata_core.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/metaphysics/overpowered_automata_core.json,"Overpowered automata core
Overpowered weak automata core
This is you first attempt to bypass rules of metaphysics. Well, not so successful as you hope it would be.$(p)Naive combination of any automata core and nether star lead to some result ...
Overpowered versions of automata cores doesn't consumes item durability when use it.$(p)But everything come for price. If you try to perform any operation with this core without enough fuel - upgrade will broke immediately.",76,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/metaphysics/weak_automata_core.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/metaphysics/weak_automata_core.json,"Weak automata core
Weak automata core
The Weak Automata core is turtle upgrade, that allow to transform turtle into powerful automata!
It provides several ability for turtles.$(li)Digging block with tool;$(li)Click on block with item or empty hand;$(li)Suck item around, all or specific;$(li)Detect items around;$(li)Detect block or turtle in line of view;$(li)Charge turtle with RF item inside inventory
But weak core is only a start of metaphysics research! Empty construct ready to accept soul fragments of mobs. Seems, you need to try to feed different mobs to soul to receive advanced variants.$(li)$(l:metaphysics/end_automata_core)End Automata core$(li)$(l:metaphysics/husbandry_automata_core)Husbandry Automata core",121,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/block_reader.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/block_reader.json,"Block reader
This block is able to read data of blocks and tile entities in front of it.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/block_reader/)official wiki page$(/l)$()!
Connect your Block reader to a computer and target block to make use of it!",54,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/chat_box.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/chat_box.json,"Chat Box
The Chat Box peripheral allows you to interact with the game chat by sending and receiving messages.$(p)You can even send messages that are only visible for the Chat Box if you start your message with a `$`.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/chat_box/)official wiki page$(/l)$()!
Connect your Chat Box to a computer to make use of it!",73,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/colony_integrator.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/colony_integrator.json,"Colony integrator
The colony integrator can interact with a colony from MineColonies..$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/colony_integrator/)official wiki page$(/l)$()!
Connect your Colony integrator to a computer in area of village to make use of it!",49,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/energy_detector.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/energy_detector.json,"Energy Detector
The Energy Detector can detect energy flow and acts as a resistor. You can define the max flow rate to use it as a resistor.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/energy_detector/)official wiki page$(/l)$()!
Connect your Energy Detector to a computer to make use of it!",60,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/environment_detector.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/environment_detector.json,"Environment Detector
The Environment Detector is able to receive information from the environment like the current time, the current moon phase, the light level of the block and many more.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/environment_detector/)official wiki page$(/l)$()!
Connect your Environment Detector to a computer to make use of it!",63,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/geo_scanner.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/geo_scanner.json,"Geo Scanner
The Geo Scanner provides information about blocks around and chunk where scanner located. Geo scanner has delay between scans, so you should be ready for this.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/geo_scanner/)official wiki page$(/l)$()!
Connect your Geo Scanner to a computer to make use of it!",61,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/inventory_manager.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/inventory_manager.json,"Inventory Manager
The Inventory Manager can communicate with the player's inventory. You need to right click a Memory Card and put the card into the manager to use it.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/inventory_manager/)official wiki page$(/l)$()!
Connect your Inventory Manager to a computer to make use of it!",62,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/me_bridge.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/me_bridge.json,"ME Bridge
The ME Bridge is able to interact with Applied Energistics 2. You can retrieve items, craft items, get all items as a list and more. The Me Bridge uses one channel.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/me_bridge/)official wiki page$(/l)$()!
Connect your ME Bridge to a computer to make use of it!",65,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/nbt_storage.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/nbt_storage.json,"NBT Storage
NBT Storage is custom block that allow input/output custom data to block. Mostly provided for ID support.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/nbt_storage/)official wiki page$(/l)$()!
Connect your NBT Storage to a computer to make use of it!",53,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/player_detector.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/player_detector.json,"Player Detector
The Player Detector is able to recognize players within a certain range. In addition, it recognizes the player who clicks on him.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/player_detector/)official wiki page$(/l)$()!
Connect your Player Detector to a computer to make use of it!",57,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/redstone_integrator.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/redstone_integrator.json,"Redstone Integrator
The Redstone Integrator is able to interact with redstone. You can use the same code you would use for a computer on a Redstone Integrator.$(p)You may need this peripheral for cases where you need to output redstone signals on more sides than a regular computer has to offer.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/redstone_integrator/)official wiki page$(/l)$()!
Connect your Redstone Integrator to a computer to make use of it!",85,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,missing_ru_file,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/en_us/entries/peripherals/rs_bridge.json,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/assets/advancedperipherals/patchouli_books/manual/ru_ru/entries/peripherals/rs_bridge.json,"RS Bridge
The RS Bridge is able to interact with Refined Storage. You can retrieve items, craft items, get all items as a list and more.$(p)For the full documentation please see the $(9)$(l:https://docs.intelligence-modding.de/peripherals/rs_bridge/)official wiki page$(/l)$()!
Connect your RS Bridge to a computer to make use of it!",59,"Player-visible Patchouli category, entry, or template; translate as a whole in context."
Advanced Peripherals Patchouli,literal_english_metadata,mods/AdvancedPeripherals-1.20.1-0.7.48r.jar!/data/advancedperipherals/patchouli_books/manual/book.json,,"Advanced Peripherals
This manual provides basic information about all the peripherals added by this mod.$(p)For more information please see $(9)$(l:https://docs.intelligence-modding.de/)the official documentation$(/l)$().",31,Literal book metadata is not selected through an en_us/ru_ru peer path.
ComputerCraft ROM help,missing_ru_corpus,mods/cc-tweaked-1.20.1-forge-1.120.0.jar!/data/computercraft/lua/rom/help/adventure.txt,,"adventure is a text adventure game for CraftOS. To navigate around the world of adventure, type simple instructions to the interpreter, for example: ""go north"", ""punch tree"", ""craft planks"", ""mine coal with pickaxe"", ""hit creeper with sword""
",37,Hard-coded ROM help outside lang JSON; no Russian peer corpus was found.
ComputerCraft ROM help,missing_ru_corpus,mods/cc-tweaked-1.20.1-forge-1.120.0.jar!/data/computercraft/lua/rom/help/alias.txt,,"alias assigns shell commands to run other programs.

ex:
""alias dir ls"" will make the ""dir"" command run the ""ls"" program
""alias dir"" will remove the alias set on ""dir""
""alias"" will list all current aliases.
",36,Hard-coded ROM help outside lang JSON; no Russian peer corpus was found.
ComputerCraft ROM help,missing_ru_corpus,mods/cc-tweaked-1.20.1-forge-1.120.0.jar!/data/computercraft/lua/rom/help/apis.txt,,"apis lists the currently loaded APIs available to programs in CraftOS.

Type ""help <api>"" to see help for a specific api.
Call os.loadAPI( path ) to load extra apis.
",29,Hard-coded ROM help outside lang JSON; no Russian peer corpus was found.
ComputerCraft ROM help,missing_ru_corpus,mods/cc-tweaked-1.20.1-forge-1.120.0.jar!/data/computercraft/lua/rom/help/bg.txt,,"bg is a program for Advanced Computers which opens a new tab in the background.

ex:
""bg"" will open a background tab running the shell
""bg worm"" will open a background tab running the ""worm"" program
",36,Hard-coded ROM help outside lang JSON; no Russian peer corpus was found.
ComputerCraft ROM help,missing_ru_corpus,mods/cc-tweaked-1.20.1-forge-1.120.0.jar!/data/computercraft/lua/rom/help/bit.txt,,"Functions in the bit manipulation API (NOTE: This API will be removed in a future version. Use bit32 instead):
bit.bnot(n)          -- bitwise not (~n)
bit.band(m, n)       -- bitwise and (m & n)
bit.bor(m, n)        -- bitwise or (m | n)
bit.bxor(m, n)       -- bitwise xor (m ^ n)
bit.brshift(n, bits) -- right shift (n >> bits)
bit.blshift(n, bits) -- left shift (n << bits)
",65,Hard-coded ROM help outside lang JSON; no Russian peer corpus was found.
ComputerCraft ROM help,missing_ru_corpus,mods/cc-tweaked-1.20.1-forge-1.120.0.jar!/data/computercraft/lua/rom/help/bundled.txt,,"To set bundled outputs:
c = colors.combine( colors.red, colors.blue )
rs.setBundledOutput( ""left"", c )

c = colors.combine( c, colors.green )
rs.setBundledOutput( ""left"", c )

c = colors.subtract( c, colors.blue )
rs.setBundledOutput( ""left"", c )

To get bundled inputs:
c = rs.getBundledInput( ""right"" )
red = colors.test( c, colors.red )

Type ""help colors"" for the list of wire colors.
",58,Hard-coded ROM help outside lang JSON; no Russian peer corpus was found.
ComputerCraft ROM help,missing_ru_corpus,mods/cc-tweaked-1.20.1-forge-1.120.0.jar!/data/computercraft/lua/rom/help/cd.txt,,"cd changes the directory you're in.

ex:
""cd rom"" will move to ""rom"" folder.
""cd .."" will move up one folder.
""cd /"" will move to the root.
",26,Hard-coded ROM help outside lang JSON; no Russian peer corpus was found.
